EmpNo,Attrition,JobRole,Department,DistanceFromHome,Education,EducationField,Age,Gender,YearsAtCompany,YearsInCurrentRole,Years Since Last Promotion,Years CurrManager,Monthly Income,EnvironmentSatisfaction,JobLevel,Job Satisfaction,Marital Status,Num Companies Worked,Over Time,Performance Rating,Relationship Satisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,,,,,,,,
1257,No,Research Scientist,Research & Development,3,Bachelor's,Technical Degree,36,Male,11,10,0,7,3692,3,1,2,Married,1,No,3,3,0,12,2,2,,,,,,,,
1258,No,Laboratory Technician,Research & Development,2,Some university,Technical Degree,48,Male,1,0,0,0,2559,4,1,2,Single,5,No,3,3,0,7,4,2,,,,,,,,
1259,No,Research Scientist,Research & Development,4,Some university,Life Sciences,27,Male,5,3,0,3,2517,1,1,3,Divorced,1,No,3,2,3,5,2,3,,,,,,,,
1260,No,Healthcare Representative,Research & Development,7,Bachelor's,Life Sciences,29,Male,6,0,1,0,6623,3,2,4,Divorced,1,Yes,3,2,2,6,2,3,,,,,,,,
1263,No,Research Director,Research & Development,1,Bachelor's,Life Sciences,48,Male,1,0,0,0,18265,4,5,4,Single,6,No,3,3,0,25,3,4,,,,,,,,
1264,No,Research Director,Research & Development,1,Bachelor's,Life Sciences,29,Female,7,7,1,7,16124,4,4,4,Divorced,3,No,3,2,2,9,2,2,,,,,,,,
1265,No,Research Scientist,Research & Development,20,Bachelor's,Technical Degree,34,Female,1,0,0,0,2585,3,1,3,Married,0,No,3,4,0,2,5,2,,,,,,,,
1267,No,Manager,Sales,5,Bachelor's,Marketing,44,Male,22,9,3,10,18213,2,5,2,Married,7,No,3,3,1,26,5,3,,,,,,,,
1268,No,Sales Executive,Sales,10,Doctorate,Marketing,33,Male,9,8,0,8,8380,4,3,3,Divorced,0,Yes,3,4,2,10,3,3,,,,,,,,
1269,No,Research Scientist,Research & Development,25,Bachelor's,Life Sciences,19,Female,1,0,0,1,2994,2,1,4,Single,1,Yes,3,4,0,1,2,3,,,,,,,,
1270,No,Research Scientist,Research & Development,1,Some university,Life Sciences,23,Male,1,0,0,1,1223,4,1,3,Married,1,No,4,4,1,1,2,3,1,,,,,,,
1273,Yes,Sales Representative,Sales,24,High school or below,Life Sciences,25,Male,1,0,1,0,1118,3,1,4,Single,1,Yes,3,4,0,1,4,3,,,,,,,,
1275,No,Research Scientist,Research & Development,4,Some university,Life Sciences,26,Male,8,5,2,2,2875,3,1,4,Single,1,Yes,4,2,0,8,2,2,1,,,,,,,
1277,Yes,Manager,Sales,2,Bachelor's,Marketing,45,Female,24,10,1,11,18824,1,5,2,Single,2,Yes,3,1,0,26,2,3,,,,,,,,
1278,No,Healthcare Representative,Research & Development,8,High school or below,Medical,55,Male,33,9,15,0,13577,4,4,2,Divorced,1,Yes,3,4,1,34,3,3,,,,,,,,
1279,Yes,Laboratory Technician,Research & Development,10,Some university,Life Sciences,21,Female,2,2,2,2,2625,1,1,3,Single,1,No,4,3,0,2,2,1,1,,,,,,,
1280,No,Manager,Sales,4,Some university,Marketing,46,Female,11,4,0,8,18789,4,5,2,Married,2,No,3,3,1,26,2,3,,,,,,,,
1281,No,Sales Executive,Sales,2,Bachelor's,Marketing,34,Female,3,2,0,2,4538,3,2,1,Single,0,Yes,3,4,0,4,3,3,,,,,,,,
1282,No,Manager,Sales,9,Bachelor's,Life Sciences,51,Male,29,10,11,10,19847,4,5,2,Divorced,4,Yes,4,1,1,31,5,2,1,,,,,,,
1283,No,Manufacturing Director,Research & Development,18,Master's,Medical,59,Male,9,7,5,4,10512,4,3,4,Single,6,No,3,4,0,25,6,2,,,,,,,,
1285,No,Laboratory Technician,Research & Development,19,Bachelor's,Medical,34,Female,11,8,5,10,4444,3,2,2,Divorced,4,No,3,3,2,15,2,4,,,,,,,,
1286,No,Laboratory Technician,Research & Development,1,Master's,Medical,28,Male,4,2,0,2,2154,4,1,3,Single,0,Yes,3,3,0,5,2,2,,,,,,,,
1288,No,Manager,Research & Development,4,Some university,Life Sciences,44,Male,25,9,14,13,19190,3,5,1,Divorced,1,No,3,4,2,26,4,2,,,,,,,,
1289,No,Human Resources,Human Resources,11,Bachelor's,Life Sciences,34,Male,10,9,1,8,4490,3,2,2,Married,4,No,3,4,2,14,5,4,,,,,,,,
1291,No,Research Scientist,Research & Development,6,High school or below,Life Sciences,35,Male,3,2,2,2,3506,3,1,3,Married,0,Yes,3,4,0,4,3,3,,,,,,,,
1292,No,Research Scientist,Research & Development,7,Master's,Medical,42,Female,1,0,0,0,2372,2,2,2,Married,6,Yes,3,4,0,18,2,3,,,,,,,,
1293,No,Sales Executive,Sales,4,Master's,Marketing,43,Female,21,7,15,17,10231,4,3,4,Single,3,No,3,4,0,23,3,4,,,,,,,,
1294,No,Manufacturing Director,Research & Development,2,Master's,Life Sciences,36,Female,16,14,5,12,5410,3,2,2,Single,9,Yes,3,4,0,18,2,3,,,,,,,,
1295,Yes,Healthcare Representative,Research & Development,15,Bachelor's,Medical,44,Female,10,7,0,5,7978,1,3,4,Married,1,No,3,4,1,10,2,3,,,,,,,,
1296,No,Laboratory Technician,Research & Development,2,Bachelor's,Life Sciences,28,Male,2,2,2,2,3867,4,1,4,Married,1,Yes,3,2,1,2,2,3,,,,,,,,
1297,No,Laboratory Technician,Research & Development,6,Some university,Medical,51,Female,7,0,7,7,2838,2,1,3,Single,0,No,3,2,0,8,6,2,,,,,,,,
1298,No,Manufacturing Director,Research & Development,9,Some university,Medical,30,Female,8,4,1,7,4695,3,2,3,Single,7,Yes,3,3,0,10,3,3,,,,,,,,
1299,Yes,Laboratory Technician,Research & Development,7,Bachelor's,Technical Degree,29,Female,7,7,7,7,3339,2,1,3,Divorced,3,Yes,3,1,2,10,2,3,,,,,,,,
1301,No,Research Scientist,Research & Development,1,Bachelor's,Technical Degree,28,Male,3,2,1,2,2080,4,1,1,Single,2,No,3,2,0,5,2,2,,,,,,,,
1303,No,Research Scientist,Research & Development,1,Bachelor's,Medical,25,Female,2,2,2,1,2096,4,1,2,Single,1,No,3,4,0,2,3,2,,,,,,,,
1304,No,Sales Executive,Sales,8,Bachelor's,Medical,32,Male,10,7,0,8,6209,3,2,4,Married,1,No,3,3,2,10,4,4,,,,,,,,
1306,No,Manager,Research & Development,25,Bachelor's,Medical,45,Female,0,0,0,0,18061,2,5,2,Single,3,No,4,3,0,22,4,3,1,,,,,,,
1307,No,Manager,Research & Development,13,Master's,Medical,39,Female,19,9,15,2,17123,3,4,2,Divorced,6,Yes,3,4,2,21,4,3,,,,,,,,
1308,No,Research Scientist,Research & Development,23,Master's,Life Sciences,58,Male,2,2,2,2,2372,1,1,3,Divorced,1,No,3,4,2,2,3,3,,,,,,,,
1309,Yes,Laboratory Technician,Research & Development,7,Some university,Life Sciences,32,Male,10,4,1,1,4883,4,2,3,Married,1,No,3,1,1,10,3,3,,,,,,,,
1310,Yes,Research Scientist,Research & Development,23,Bachelor's,Medical,39,Male,5,2,0,3,3904,3,1,1,Single,0,No,3,1,0,6,2,3,,,,,,,,
1311,No,Laboratory Technician,Research & Development,6,Bachelor's,Technical Degree,30,Female,9,2,6,7,4627,1,2,4,Married,0,No,3,1,1,10,6,3,,,,,,,,
1312,No,Healthcare Representative,Research & Development,10,Master's,Technical Degree,36,Female,7,7,1,7,7094,4,3,3,Married,3,No,3,1,0,10,0,3,,,,,,,,
1314,No,Human Resources,Human Resources,1,Some university,Life Sciences,46,Female,7,6,5,7,3423,4,1,1,Single,6,No,3,3,0,10,3,4,,,,,,,,
1315,No,Laboratory Technician,Research & Development,1,Bachelor's,Life Sciences,28,Female,9,8,7,5,6674,3,2,4,Married,0,No,3,1,3,10,6,3,,,,,,,,
1317,No,Research Director,Research & Development,28,Bachelor's,Life Sciences,50,Female,3,2,1,2,16880,4,4,1,Married,4,Yes,3,2,0,25,2,3,,,,,,,,
1318,Yes,Sales Executive,Sales,25,Master's,Marketing,40,Male,5,4,1,0,9094,4,3,2,Single,2,Yes,3,3,0,9,2,3,,,,,,,,
1319,Yes,Sales Executive,Sales,5,Bachelor's,Life Sciences,52,Male,8,7,7,7,8446,2,3,2,Single,9,Yes,3,3,0,10,2,2,,,,,,,,
1321,No,Manager,Research & Development,17,Master's,Medical,30,Female,9,1,0,8,11916,2,3,1,Married,1,Yes,4,4,2,9,2,3,1,,,,,,,
1322,No,Manufacturing Director,Research & Development,18,Some university,Life Sciences,39,Male,8,7,1,7,4534,1,2,3,Single,0,No,3,1,0,9,6,3,,,,,,,,
1324,No,Sales Executive,Sales,2,Master's,Life Sciences,31,Female,10,8,9,6,9852,4,3,3,Divorced,1,Yes,3,1,1,10,5,2,,,,,,,,
1329,No,Sales Executive,Sales,10,Some university,Medical,41,Male,19,2,11,9,6151,3,2,2,Single,1,No,3,1,0,19,4,3,,,,,,,,
1331,Yes,Sales Representative,Sales,1,Bachelor's,Life Sciences,31,Female,3,2,2,2,2302,4,1,2,Single,1,Yes,3,1,0,3,2,4,,,,,,,,
1333,Yes,Laboratory Technician,Research & Development,3,Bachelor's,Life Sciences,44,Male,3,2,1,2,2362,1,1,1,Married,4,No,3,3,0,10,4,4,,,,,,,,
1334,No,Manager,Research & Development,2,High school or below,Life Sciences,42,Male,20,8,2,10,17861,3,4,3,Married,0,Yes,3,4,0,21,3,2,,,,,,,,
1336,No,Manager,Research & Development,2,Some university,Medical,55,Female,19,9,9,11,19187,4,5,3,Married,4,No,3,4,1,23,5,3,,,,,,,,
1338,No,Manager,Human Resources,8,Master's,Life Sciences,56,Male,7,3,7,7,19717,4,5,2,Single,6,No,3,1,0,36,4,3,,,,,,,,
1340,No,Research Scientist,Research & Development,16,Some university,Life Sciences,40,Male,4,2,0,0,3544,3,1,3,Divorced,9,No,3,2,1,6,0,3,,,,,,,,
1344,No,Healthcare Representative,Research & Development,9,Bachelor's,Life Sciences,34,Male,9,7,1,6,8500,4,3,4,Divorced,0,No,3,4,1,10,0,2,,,,,,,,
1346,No,Research Scientist,Research & Development,2,Bachelor's,Life Sciences,40,Male,9,8,8,8,4661,3,2,4,Single,1,No,3,3,0,9,4,3,,,,,,,,
1349,No,Sales Executive,Sales,1,Bachelor's,Marketing,41,Female,9,3,1,7,4103,3,2,1,Divorced,0,No,3,4,1,10,2,3,,,,,,,,
1350,No,Research Scientist,Research & Development,4,Master's,Life Sciences,35,Male,9,6,1,1,4249,3,2,3,Single,1,Yes,3,2,0,9,3,3,,,,,,,,
1352,No,Manager,Human Resources,5,Bachelor's,Life Sciences,51,Male,33,9,0,10,14026,3,4,2,Divorced,1,Yes,3,2,1,33,2,3,,,,,,,,
1355,No,Sales Executive,Sales,2,Some university,Life Sciences,38,Female,7,7,1,7,6893,2,2,1,Divorced,3,No,3,4,1,11,3,3,,,,,,,,
1356,No,Sales Executive,Sales,15,Some university,Medical,34,Female,10,8,9,6,6125,3,2,1,Single,1,No,3,4,0,10,6,4,,,,,,,,
1358,No,Laboratory Technician,Research & Development,19,High school or below,Medical,25,Male,3,2,1,2,3669,4,1,4,Married,3,No,3,3,3,7,6,2,,,,,,,,
1360,Yes,Manufacturing Director,Research & Development,7,Master's,Medical,58,Female,10,9,5,9,10008,3,3,1,Married,7,Yes,3,4,0,31,0,2,,,,,,,,
1361,No,Laboratory Technician,Research & Development,1,Master's,Life Sciences,40,Male,4,2,0,3,2387,2,1,2,Married,3,No,4,3,1,7,3,3,1,,,,,,,
1362,No,Sales Executive,Sales,7,Bachelor's,Marketing,36,Female,15,7,6,13,4639,1,2,1,Married,2,No,3,4,1,17,2,2,,,,,,,,
1363,No,Manufacturing Director,Research & Development,4,Bachelor's,Life Sciences,48,Male,10,9,0,8,7898,4,3,4,Single,1,No,3,3,0,11,2,3,,,,,,,,
1364,No,Sales Representative,Sales,11,Bachelor's,Medical,27,Female,1,0,0,0,2534,3,1,4,Married,8,No,3,2,1,5,4,3,,,,,,,,
1367,No,Manufacturing Director,Research & Development,11,Some university,Technical Degree,51,Female,5,2,0,3,13142,4,4,2,Single,3,No,3,2,0,29,1,2,,,,,,,,
1368,No,Laboratory Technician,Research & Development,1,Bachelor's,Life Sciences,18,Female,0,0,0,0,1611,4,1,4,Single,1,No,3,3,0,0,5,4,,,,,,,,
1369,No,Laboratory Technician,Research & Development,1,Bachelor's,Medical,35,Female,9,7,0,0,5363,4,2,4,Married,0,No,3,2,1,10,0,3,,,,,,,,
1371,No,Sales Executive,Sales,2,High school or below,Life Sciences,27,Male,6,2,0,0,5071,4,2,4,Single,3,No,4,2,0,8,3,3,1,,,,,,,
1372,Yes,Sales Executive,Sales,13,Master's,Marketing,55,Male,19,7,3,8,13695,1,4,3,Single,6,Yes,3,3,0,24,2,2,,,,,,,,
1373,No,Manufacturing Director,Research & Development,23,Bachelor's,Life Sciences,56,Male,19,16,15,9,13402,4,4,2,Married,4,Yes,3,1,1,33,0,3,,,,,,,,
1374,No,Research Scientist,Research & Development,26,High school or below,Technical Degree,34,Female,5,4,0,0,2029,1,1,3,Divorced,1,No,4,3,3,5,2,3,1,,,,,,,
1375,No,Healthcare Representative,Research & Development,2,High school or below,Medical,40,Female,12,11,11,8,6377,2,2,3,Divorced,5,No,4,2,3,15,0,3,1,,,,,,,
1377,No,Laboratory Technician,Research & Development,29,Bachelor's,Medical,34,Male,8,7,7,7,5429,2,2,3,Married,4,No,3,1,2,10,1,3,,,,,,,,
1379,Yes,Sales Representative,Sales,2,Bachelor's,Life Sciences,31,Female,1,0,0,0,2785,3,1,4,Single,7,No,3,3,0,3,3,4,,,,,,,,
1380,Yes,Sales Executive,Sales,18,Master's,Marketing,35,Female,4,2,3,2,4614,4,2,3,Married,0,Yes,3,3,1,5,0,2,,,,,,,,
1382,No,Research Scientist,Research & Development,7,Bachelor's,Life Sciences,38,Male,4,2,0,3,2610,4,1,3,Divorced,1,No,3,4,3,4,2,3,,,,,,,,
1383,No,Healthcare Representative,Research & Development,2,Master's,Technical Degree,34,Female,14,11,4,11,6687,3,2,4,Single,1,No,3,4,0,14,2,4,,,,,,,,
1387,No,Sales Executive,Sales,26,Bachelor's,Life Sciences,28,Male,5,3,0,4,4724,3,2,1,Married,1,No,3,3,1,5,0,3,,,,,,,,
1389,Yes,Manufacturing Director,Research & Development,22,Master's,Medical,31,Male,10,2,6,7,6179,4,2,3,Married,1,Yes,3,4,2,10,3,2,,,,,,,,
1390,No,Sales Executive,Sales,21,Master's,Life Sciences,39,Male,5,4,1,4,6120,1,2,4,Married,3,Yes,3,4,2,8,2,4,,,,,,,,
1391,No,Sales Executive,Sales,2,Bachelor's,Marketing,51,Male,4,2,3,2,10596,2,3,2,Married,2,No,3,2,0,14,5,3,,,,,,,,
1392,No,Research Scientist,Research & Development,22,Bachelor's,Life Sciences,41,Female,6,2,3,3,5467,4,2,4,Divorced,3,Yes,3,1,2,12,4,2,,,,,,,,
1394,No,Research Scientist,Research & Development,4,High school or below,Life Sciences,37,Male,6,4,1,3,2996,3,1,3,Married,7,Yes,3,4,0,8,2,3,,,,,,,,
1395,No,Sales Executive,Sales,5,High school or below,Life Sciences,33,Male,5,4,1,2,9998,2,2,4,Married,6,No,3,1,0,8,2,4,,,,,,,,
1396,No,Sales Executive,Sales,2,High school or below,Marketing,32,Male,3,2,1,2,4078,3,2,2,Married,0,Yes,3,1,3,4,3,2,,,,,,,,
1397,No,Healthcare Representative,Research & Development,25,Some university,Life Sciences,39,Male,6,4,0,5,10920,3,3,3,Married,3,No,4,2,1,13,2,3,1,,,,,,,
1399,No,Sales Executive,Sales,18,High school or below,Life Sciences,25,Male,3,2,1,2,6232,1,2,3,Married,2,No,3,2,0,6,3,2,,,,,,,,
1401,No,Manufacturing Director,Research & Development,28,Some university,Medical,52,Female,5,3,0,2,13247,4,4,3,Married,2,Yes,3,2,1,24,3,2,,,,,,,,
1402,No,Research Scientist,Research & Development,6,Bachelor's,Medical,43,Female,20,7,1,8,4081,1,2,3,Single,1,Yes,3,1,0,20,3,1,,,,,,,,
1403,No,Sales Executive,Sales,10,Bachelor's,Marketing,27,Female,6,2,4,4,5769,4,2,4,Married,1,Yes,3,4,0,6,3,3,,,,,,,,
1405,Yes,Research Scientist,Research & Development,17,Master's,Life Sciences,27,Female,8,2,7,7,2394,4,1,3,Single,1,Yes,3,4,0,8,2,3,,,,,,,,
1407,No,Research Scientist,Research & Development,2,High school or below,Medical,26,Male,4,3,1,1,3904,1,1,4,Single,0,No,3,4,0,5,2,3,,,,,,,,
1408,No,Manager,Human Resources,10,Bachelor's,Human Resources,42,Female,20,7,0,9,16799,3,4,1,Married,0,No,3,3,1,21,5,3,,,,,,,,
1409,No,Laboratory Technician,Research & Development,8,Master's,Other,52,Female,5,4,0,4,2950,3,1,1,Married,9,No,3,3,0,12,2,1,,,,,,,,
1411,No,Laboratory Technician,Research & Development,11,Bachelor's,Medical,37,Female,3,2,0,2,3629,1,1,3,Single,4,No,3,1,0,8,6,3,,,,,,,,
1412,No,Manufacturing Director,Research & Development,18,Some university,Life Sciences,35,Male,2,2,2,2,9362,3,3,4,Single,2,No,3,3,0,10,2,3,,,,,,,,
1415,No,Laboratory Technician,Research & Development,1,Bachelor's,Technical Degree,25,Male,3,2,0,2,3229,1,1,4,Married,4,No,3,2,1,7,2,2,,,,,,,,
1417,No,Laboratory Technician,Research & Development,7,Bachelor's,Other,26,Male,7,7,0,7,3578,3,1,1,Single,0,No,3,4,0,8,2,3,,,,,,,,
1419,No,Human Resources,Human Resources,17,Bachelor's,Other,29,Male,10,9,0,9,7988,2,3,1,Single,1,No,3,1,0,10,3,2,,,,,,,,
1420,Yes,Laboratory Technician,Research & Development,28,Some university,Life Sciences,49,Male,4,3,1,3,4284,1,2,1,Single,3,No,4,1,0,20,2,3,1,,,,,,,
1421,Yes,Healthcare Representative,Research & Development,14,High school or below,Other,29,Female,8,7,7,7,7553,3,3,4,Single,0,Yes,3,1,0,9,1,3,,,,,,,,
1422,No,Research Director,Research & Development,1,Bachelor's,Medical,54,Female,20,7,12,7,17328,4,4,4,Single,6,No,3,4,0,29,3,2,,,,,,,,
1423,No,Research Director,Research & Development,1,Bachelor's,Medical,58,Female,9,8,1,5,19701,4,5,1,Married,3,Yes,4,3,1,32,3,3,1,,,,,,,
1424,No,Research Director,Research & Development,1,Master's,Medical,55,Male,7,7,0,0,14732,2,4,4,Divorced,2,No,3,4,2,31,4,4,,,,,,,,
1425,No,Sales Executive,Sales,3,Master's,Marketing,36,Female,5,4,0,1,9278,1,2,2,Single,3,Yes,3,4,0,15,3,3,,,,,,,,
1427,Yes,Sales Representative,Sales,1,Master's,Life Sciences,31,Female,1,0,0,0,1359,2,1,3,Single,1,No,3,2,0,1,3,3,,,,,,,,
1428,No,Sales Executive,Sales,7,Master's,Marketing,30,Female,3,2,0,2,4779,4,2,1,Divorced,7,No,3,2,2,8,3,3,,,,,,,,
1430,No,Research Director,Research & Development,8,Doctorate,Life Sciences,31,Female,3,2,1,0,16422,1,4,2,Single,3,No,3,3,0,9,3,4,,,,,,,,
1431,No,Research Scientist,Research & Development,1,Master's,Other,34,Male,4,3,1,3,2996,4,1,1,Divorced,5,No,3,3,2,10,2,3,,,,,,,,
1433,Yes,Research Scientist,Research & Development,8,Bachelor's,Life Sciences,31,Female,1,0,0,0,1261,1,1,2,Single,1,No,3,3,0,1,3,4,,,,,,,,
1434,No,Laboratory Technician,Research & Development,11,High school or below,Life Sciences,27,Male,5,0,1,4,2099,2,1,1,Married,0,No,3,2,0,6,3,4,,,,,,,,
1435,No,Laboratory Technician,Research & Development,4,Master's,Life Sciences,36,Male,10,4,1,8,5810,1,2,4,Single,1,No,3,3,0,10,2,2,,,,,,,,
1436,No,Sales Executive,Sales,16,Master's,Marketing,36,Female,3,2,0,2,5647,3,2,1,Married,4,No,3,1,2,11,3,2,,,,,,,,
1438,No,Research Scientist,Research & Development,1,Bachelor's,Technical Degree,47,Male,6,5,1,2,3420,1,1,4,Married,7,No,3,3,1,17,2,2,,,,,,,,
1439,Yes,Sales Representative,Sales,9,Some university,Life Sciences,25,Male,3,2,2,2,4400,1,1,1,Married,3,No,3,1,0,6,2,3,,,,,,,,
1440,No,Laboratory Technician,Research & Development,5,Some university,Technical Degree,37,Male,6,5,1,3,3500,3,1,3,Single,0,No,3,1,0,7,2,1,,,,,,,,
1441,No,Research Scientist,Research & Development,1,Some university,Life Sciences,56,Female,3,2,1,0,2066,1,1,1,Married,2,No,4,4,1,5,3,4,1,,,,,,,
1443,No,Research Director,Research & Development,2,Master's,Medical,47,Female,20,17,5,6,17169,1,4,3,Married,3,No,3,2,2,26,2,4,,,,,,,,
1445,No,Sales Executive,Sales,4,High school or below,Medical,24,Female,5,4,0,3,4162,4,2,3,Married,1,Yes,3,3,2,5,3,3,,,,,,,,
1446,No,Sales Executive,Sales,7,Doctorate,Marketing,32,Male,4,3,0,3,9204,4,2,4,Married,4,No,3,3,1,7,3,2,,,,,,,,
1447,No,Laboratory Technician,Research & Development,1,Bachelor's,Life Sciences,34,Female,5,4,0,2,3294,4,1,2,Married,5,No,3,1,1,7,2,2,,,,,,,,
1448,No,Research Scientist,Research & Development,5,Doctorate,Medical,41,Male,4,2,0,3,2127,2,1,3,Married,2,Yes,3,1,0,7,5,2,,,,,,,,
1449,No,Laboratory Technician,Research & Development,9,Master's,Other,40,Male,8,7,0,7,3975,3,2,3,Divorced,3,No,3,3,2,11,2,4,,,,,,,,
1453,No,Sales Executive,Sales,8,Some university,Life Sciences,31,Male,13,7,9,9,10793,1,3,4,Divorced,1,No,3,1,1,13,5,3,,,,,,,,
1457,Yes,Sales Executive,Sales,9,Bachelor's,Marketing,46,Male,7,7,4,3,10096,1,3,4,Divorced,4,No,3,1,1,28,1,4,,,,,,,,
1458,Yes,Laboratory Technician,Research & Development,2,Bachelor's,Life Sciences,39,Female,1,0,0,0,3646,1,1,1,Single,2,Yes,4,2,0,11,2,4,1,,,,,,,
1459,Yes,Manufacturing Director,Research & Development,1,Doctorate,Life Sciences,31,Female,10,8,4,7,7446,3,3,2,Single,1,No,3,1,0,10,2,3,,,,,,,,
1460,No,Healthcare Representative,Research & Development,20,Bachelor's,Medical,45,Male,7,7,0,7,10851,2,3,1,Divorced,2,Yes,3,2,1,24,2,3,,,,,,,,
1461,No,Human Resources,Human Resources,8,Some university,Medical,31,Female,3,2,0,2,2109,4,1,2,Single,9,No,3,4,0,8,3,3,,,,,,,,
1464,Yes,Laboratory Technician,Research & Development,2,Bachelor's,Life Sciences,31,Male,2,2,2,2,3722,2,1,4,Married,6,Yes,3,3,1,7,2,1,,,,,,,,
1465,No,Manufacturing Director,Research & Development,29,Bachelor's,Technical Degree,45,Male,3,1,1,2,9380,2,3,4,Married,4,Yes,3,4,2,10,4,4,,,,,,,,
1466,No,Sales Executive,Sales,7,Bachelor's,Marketing,48,Male,2,2,2,2,5486,3,2,1,Divorced,4,No,3,1,3,15,3,3,,,,,,,,
1467,Yes,Human Resources,Human Resources,9,Master's,Technical Degree,34,Female,2,2,2,2,2742,1,1,3,Married,1,No,3,4,0,2,0,3,,,,,,,,
1468,No,Research Director,Research & Development,8,High school or below,Medical,40,Male,9,8,4,8,13757,4,3,2,Divorced,2,No,3,3,1,16,5,3,,,,,,,,
1469,No,Sales Executive,Sales,5,Bachelor's,Medical,28,Male,5,4,1,3,8463,4,2,1,Single,0,No,3,4,0,6,4,3,,,,,,,,
1471,No,Laboratory Technician,Research & Development,5,Bachelor's,Life Sciences,44,Male,5,2,0,3,3162,3,1,3,Single,3,No,3,4,0,7,5,3,,,,,,,,
1472,No,Research Director,Research & Development,2,Bachelor's,Medical,53,Male,9,8,8,8,16598,4,4,2,Single,4,No,3,2,0,35,2,2,,,,,,,,
1473,No,Healthcare Representative,Research & Development,5,Master's,Technical Degree,49,Male,3,2,1,2,6651,1,2,3,Married,2,No,3,2,1,20,0,2,,,,,,,,
1474,No,Research Scientist,Research & Development,2,Bachelor's,Medical,40,Male,3,1,1,2,2345,3,1,3,Divorced,2,No,3,3,1,8,3,4,,,,,,,,
1475,No,Research Scientist,Research & Development,20,Bachelor's,Life Sciences,44,Male,5,2,1,3,3420,4,1,2,Single,1,No,3,3,0,6,3,2,,,,,,,,
1477,No,Sales Executive,Sales,7,Bachelor's,Medical,33,Male,4,3,0,3,4373,4,2,1,Married,0,No,3,1,2,5,2,3,,,,,,,,
1478,No,Sales Executive,Sales,3,Bachelor's,Other,34,Male,13,9,3,12,4759,4,2,1,Single,3,No,3,4,0,15,2,3,,,,,,,,
1479,No,Sales Executive,Sales,16,High school or below,Life Sciences,30,Male,2,1,2,2,5301,4,2,3,Married,8,No,3,3,2,4,2,2,,,,,,,,
1480,No,Laboratory Technician,Research & Development,9,Some university,Medical,42,Female,12,9,5,8,3673,1,1,4,Single,1,No,3,3,0,12,3,3,,,,,,,,
1481,No,Sales Executive,Sales,1,Doctorate,Marketing,44,Female,1,0,0,0,4768,1,2,3,Married,7,No,3,3,1,11,4,2,,,,,,,,
1482,No,Research Scientist,Research & Development,7,Bachelor's,Technical Degree,30,Male,1,0,0,0,1274,3,1,3,Divorced,1,No,3,2,2,1,2,2,,,,,,,,
1483,No,Research Scientist,Research & Development,1,Some university,Life Sciences,57,Male,12,9,2,8,4900,2,2,3,Married,0,No,4,1,1,13,2,2,1,,,,,,,
1484,No,Healthcare Representative,Research & Development,7,Master's,Life Sciences,49,Male,8,7,0,7,10466,3,3,2,Divorced,3,No,3,2,2,29,3,3,,,,,,,,
1485,No,Research Director,Research & Development,15,Bachelor's,Medical,34,Male,14,8,6,9,17007,2,4,1,Divorced,7,No,3,4,2,16,3,2,,,,,,,,
1486,Yes,Sales Representative,Sales,1,Bachelor's,Technical Degree,28,Male,3,2,1,2,2909,1,1,3,Married,3,No,3,4,1,5,3,4,,,,,,,,
1487,Yes,Sales Executive,Sales,13,Bachelor's,Technical Degree,29,Female,5,3,0,0,5765,1,2,2,Single,5,No,3,1,0,7,4,1,,,,,,,,
1489,Yes,Sales Executive,Sales,24,Master's,Medical,34,Female,15,9,10,10,4599,1,2,2,Single,0,Yes,4,3,0,16,2,4,1,,,,,,,
1492,No,Sales Representative,Sales,7,High school or below,Life Sciences,35,Male,1,0,0,0,2404,4,1,3,Married,1,No,3,1,1,1,3,3,,,,,,,,
1494,Yes,Laboratory Technician,Research & Development,9,Bachelor's,Medical,24,Male,0,0,0,0,3172,2,1,1,Single,2,Yes,3,3,0,4,2,2,,,,,,,,
1495,No,Sales Representative,Sales,13,Some university,Life Sciences,24,Female,1,0,0,0,2033,4,1,2,Married,1,No,3,3,1,1,2,3,,,,,,,,
1496,No,Manufacturing Director,Research & Development,2,High school or below,Medical,44,Male,2,2,2,2,10209,2,3,3,Single,5,Yes,3,2,0,16,2,2,,,,,,,,
1497,No,Sales Executive,Sales,19,Bachelor's,Life Sciences,29,Male,10,7,0,4,8620,3,2,3,Divorced,1,No,3,3,2,10,3,3,,,,,,,,
1499,No,Human Resources,Human Resources,1,Bachelor's,Life Sciences,30,Male,5,3,1,3,2064,3,1,3,Divorced,0,No,4,1,1,6,3,4,1,,,,,,,
1501,No,Healthcare Representative,Research & Development,4,Master's,Life Sciences,55,Male,3,2,1,2,4035,4,2,3,Married,0,Yes,3,2,0,4,2,3,,,,,,,,
1502,No,Laboratory Technician,Research & Development,4,Master's,Medical,33,Female,5,4,0,2,3838,1,1,2,Married,8,No,3,4,0,8,5,3,,,,,,,,
1503,No,Sales Executive,Sales,14,Bachelor's,Medical,47,Female,5,4,1,2,4591,3,2,3,Married,3,Yes,3,3,1,11,4,2,,,,,,,,
